Feature_1,Feature_2,Cluster
-7.338988090691514,-7.729953962740739,0
-7.740040556435223,-7.264665137505772,0
-1.686652710949561,7.793442478227299,1
4.422197633000881,3.071946535927922,2
-8.917751726329124,-7.888195904193351,0
5.497538459430121,1.813231153977305,2
-2.3360166972015683,9.39960350792716,1
5.052810290503726,1.4094451311367573,2
-2.9883718608980403,8.828627151534505,1
-3.7005011202553986,9.670839736832152,1
-3.110904235282147,10.86656431270726,1
4.996894322193149,1.2802600886800777,2
-2.300334028047995,7.054616004318546,1
-3.924568365103165,8.593640805432962,1
-7.530269760273097,-7.367234977040643,0
-3.2112507169301026,8.686623981600553,1
-8.507169629034433,-6.832024646614564,0
2.614736249570494,2.15962399871016,2
-2.4121200737047097,9.98293111873121,1
-1.92234052925248,11.2047417540083,1
-1.350602044045346,8.19360380984661,1
-2.6704833347187593,9.41833698501286,1
5.614998569645852,1.8261123024385937,2
-6.9919552408421,-7.10107919280917,0
-2.9726153158652124,8.548556374628065,1
-6.349823013235987,-5.438540972618046,0
-7.456398521719603,-6.124718367450191,0
3.8216581529946287,4.065556959626193,2
4.627632063381187,1.0759153124549004,2
-3.3987120526782735,8.198475843232883,1
-3.4997339481834384,8.44798839859555,1
-3.5800901211138623,9.496758543441508,1
-6.049291374607025,-7.736193419184814,0
-2.2951038789225464,7.768547349486333,1
-8.394818253349822,-5.513235325831422,0
-2.281737688448621,10.321428882480747,1
-6.122638574505919,-7.802274917453572,0
4.884845407336824,1.4662265085696022,2
-6.986657551105828,-7.915351915695321,0
4.981634812005261,3.8493405231566182,2
5.906789985414724,1.2655002183219513,2
-2.2516472323299856,8.939840212432154,1
-7.3672334152237635,-7.312667781095567,0
4.5253389909754835,3.2109859959141938,2
-2.5439093927579934,7.845608090578789,1
-2.147802017544336,10.55232269466429,1
-6.808060953931878,-7.357767040041063,0
4.154515288398998,2.0550438233270545,2
-6.542024529076068,-7.291986559398414,0
6.225895652373453,0.735354185113883,2
4.715683394421828,1.2960079724286202,2
-6.887599832467887,-5.40016545438592,0
-6.513028945054422,-7.819989379603302,0
-1.031303578311234,8.496015909924674,1
-5.700330007087444,-6.812591111865838,0
5.154926522534149,5.825901174595453,2
-6.485175048772973,-7.301094074096209,0
-1.5458214938084285,9.42706705513482,1
4.753396181479349,2.6353003584617785,2
-2.9698363940125376,10.071408354417237,1
-6.6440126330427045,-6.10924439938898,0
6.772912210884368,0.0210818844182301,2
5.539478711661352,2.2804692048173414,2
-3.800746382696032,-5.76053468184137,0
-7.1285913396303435,-5.9085386423215915,0
3.7414641648797433,2.4650888554472377,2
3.9214346149756656,1.7597225322288848,2
-6.1680123130623805,-8.004751685113815,0
-8.583009630506425,-6.935657292172565,0
-3.571501336778855,9.487878558833502,1
5.9453576433824304,1.9941735255734911,2
-5.821202704301682,-8.63884907969906,0
-7.579352699143856,-6.666129682541724,0
-2.035959998479205,8.94145721554145,1
-2.9013057761849077,7.550771180066203,1
-6.6091703653714315,-6.930347702725084,0
-8.947069291191147,-6.969229632788735,0
3.880746174674403,2.1235634704169395,2
-3.109836312971555,8.722592378405045,1
5.819318956949388,1.5039940318360272,2
-3.5220287433871738,9.328533460793595,1
-2.581207744633084,10.017819026090343,1
-6.378710003526889,-7.857664838074498,0
-2.1779341916491863,9.98983125532068,1
5.5903026744141515,1.3962660282783288,2
-6.043935079086128,-8.009816447933565,0
-5.711845129491463,-6.625688749974733,0
-0.6434231119079936,9.488119049110107,1
6.405333076509198,2.3781513949016877,2
-3.8868669910098417,8.0764610882832,1
-8.549032472272643,-6.336749400896012,0
-2.5450236621627016,10.578929784012328,1
-6.400647365404878,-6.546447487988998,0
-1.593795505350676,9.343037237858006,1
-3.038957826819789,9.527553561311676,1
-7.433276496498452,-8.077987485864796,0
-7.947247620533864,-7.02248907829724,0
-2.2493148288043265,9.796108999975631,1
-7.642886347693787,-8.684991693940466,0
-6.466192287927569,-5.003313780717881,0
4.164933525067145,1.31984045136702,2
-2.151410262704467,9.575070654566556,1
4.4317565858708265,1.4801687492818991,2
-1.7181656760097033,8.104898673403582,1
-3.348415146275389,8.705073752347108,1
-2.267235351486716,7.101005883540523,1
-2.1655793334842888,7.251245972835587,1
-2.2587047727068734,9.360734337695297,1
6.793061293739658,1.2058221210526825,2
-8.278194764970412,-6.317140356585376,0
5.326139026602615,0.3604538127510803,2
-3.2924509153889874,8.692224611992646,1
-3.317691225945938,8.512529084613785,1
-2.4416694183648264,7.589537941984865,1
-2.5226948477906843,7.956575199242421,1
4.838938531801571,1.3729528067819374,2
-7.916873345477726,-7.070448271359555,0
