Feature_1,Feature_2,Cluster
-0.6885290910352411,-0.7252087222298038,1
-0.7291433243621178,-0.6843610249993489,1
-0.2115225735330216,0.9773731124222559,0
0.8212850381725719,0.5705180856676473,2
-0.7490209240584006,-0.6625463420189563,1
0.9496778109697013,0.31322843956415625,2
-0.2411862169057422,0.9704788553980433,0
0.9632279545220868,0.26868551808237967,2
-0.32061746069855096,0.9472087646845404,0
-0.3573756581051828,0.9339607266870955,0
-0.2752258894358883,0.9613795867316011,0
0.9687102514699636,0.24819437684403714,2
-0.310010338849596,0.950733185392389,0
-0.4154136213044699,0.909632630920146,0
-0.7148023880412425,-0.6993264946007242,1
-0.3467429218841393,0.937960204978468,0
-0.7796921041695336,-0.6261630959228476,1
0.7710161177237537,0.6368156296842836,2
-0.23486567506285133,0.9720278363695513,0
-0.16909435425176286,0.9855998677760561,0
-0.16264138997477667,0.9866852478207387,0
-0.2727873834388309,0.9620743440278389,0
0.9509724282557094,0.3092756710403193,2
-0.7016105412934632,-0.7125606278387079,1
-0.32844220605636393,0.9445240691908432,0
-0.7595026740744139,-0.6505041799049524,1
-0.7727354251620392,-0.6347282589420788,1
0.6849133018884405,0.7286245733546692,2
0.9740209438522813,0.2264579451843342,2
-0.38295195193950315,0.9237682623394919,0
-0.38272661068723945,0.9238616462825255,0
-0.3527473982024792,0.9357185864678448,0
-0.6159848278714196,-0.7877580160380581,1
-0.28332925248746377,0.9590226976901512,0
-0.8358589674337873,-0.5489442472241811,1
-0.21585635514165183,0.9764251297180757,0
-0.6173401357449398,-0.7866963561619053,1
0.9577845663579307,0.287486911783042,2
-0.6617560167300214,-0.7497192636724866,1
0.7912930369246141,0.6114371020101917,2
0.9778105697789794,0.20949102517412918,2
-0.24423885408376214,0.969715103603038,0
-0.7097302154425448,-0.7044735774235106,1
0.8155534905889745,0.5786816948790926,2
-0.3084375407675169,0.9512445970649643,0
-0.19944887418369847,0.9799082337580673,0
-0.6791562900624311,-0.7339936877580318,1
0.8963360245737387,0.44337538390324077,2
-0.6677929227620315,-0.7443471047226177,1
0.9930968978616613,0.11729685186544822,2
0.9642474620950837,0.2650034562853662,2
-0.7869573610030505,-0.6170073840426177,1
-0.6399739379636619,-0.7683966155100392,1
-0.120502191044116,0.9927130612385269,0
-0.6417225445121535,-0.7669368786704988,1
0.662663640984404,0.7489171509034179,2
-0.6640957183551274,-0.7476475619316812,1
-0.16181587070691061,0.9868209685588183,0
0.8745846105424846,0.48487293077903476,2
-0.2828374638143312,0.9591678523924145,0
-0.7361102472770564,-0.6768616578398503,1
0.999995155657823,0.003112661383162311,2
0.9247070475956969,0.38067949265339945,2
-0.5507204272801202,-0.8346897693013865,1
-0.7699158776823254,-0.6381453919700857,1
0.8350480457955776,0.5501770271585202,2
0.9123496327490592,0.4094119534437859,2
-0.6103640194195531,-0.792121053752523,1
-0.7777982410748427,-0.628514038173278,1
-0.352294691832265,0.9358891227633803,0
0.94808900557106,0.31800509039208547,2
-0.5588118475685218,-0.8292944706297367,1
-0.7508953167742017,-0.6604212468164323,1
-0.22201621535887758,0.9750429734723082,0
-0.35867353426737153,0.9334630661232145,0
-0.6901390192663912,-0.7236768160484511,1
-0.7889076958322001,-0.6145117146619167,1
0.8772492655411751,0.48003513007640264,2
-0.3358215526473076,0.9419256259267775,0
0.9681873201904023,0.250226523419336,2
-0.35321767298973933,0.9355411671795708,0
-0.2495122328524378,0.9683716464544958,0
-0.6302567349727665,-0.7763867902157199,1
-0.21301159469603537,0.9770496714727722,0
0.9701959560494248,0.24232170118531018,2
-0.6023301139577845,-0.7982471007273387,1
-0.6529425391843803,-0.7574074468365452,1
-0.06765816740635058,0.9977085608449064,0
0.9374717124100976,0.34806147220121786,2
-0.43365263125618286,0.9010801270722761,0
-0.8033713999253447,-0.595478289933388,1
-0.23390131422248667,0.9722603433263098,0
-0.6990995672249851,-0.7150243318278325,1
-0.1681573229250275,0.9857601710084903,0
-0.303881285555359,0.9527099056319414,0
-0.6771319137127717,-0.73586165237202,1
-0.7493599638609112,-0.6621628535053697,1
-0.22378952426139848,0.9746374961137382,0
-0.6606324572586243,-0.7507095020155479,1
-0.7908877135012867,-0.6119612934105445,1
0.9532799652573168,0.3020882451188871,2
-0.21922310146524981,0.9756747571726743,0
0.94849586921052,0.3167894980749522,2
-0.20738232192678266,0.9782599718644613,0
-0.35900801996845627,0.9333344746650735,0
-0.3041566732736882,0.9526220226842769,0
-0.2861602862497013,0.9581817628057262,0
-0.23456371266990356,0.9721007482244374,0
0.9846082647225471,0.1747757564425186,2
-0.7949711296679369,-0.6066472640624734,1
0.9977177903068614,0.0675219290689618,2
-0.35422156726561055,0.9351615268411625,0
-0.36313672146222803,0.9317358646771436,0
-0.3062564412889863,0.9519490491454916,0
-0.3022306147083844,0.9532348375573525,0
0.9620265345110222,0.2729559431423194,2
-0.745852876195154,-0.6661107168267272,1
0.6604939972545429,0.7508313256589096,2
-0.7708312833663703,-0.6370393493213385,1
0.9788766698806123,0.20445162059382851,2
0.8271027332949599,0.5620507704611806,2
0.9258164957439798,0.3779733009199687,2
-0.14383036655603462,0.9896023573417541,0
-0.6923583276928612,-0.7215538414244252,1
-0.6512796015319511,-0.7588378487057582,1
-0.666620492597385,-0.745397289268763,1
-0.7152135513534071,-0.6989059850655504,1
-0.31422686980119574,0.9493479205722959,0
-0.6201527468933513,-0.7844810835964311,1
-0.6946667050442152,-0.7193317516299508,1
-0.14025011270963783,0.990116107274765,0
-0.4419426429970434,0.897043310158873,0
-0.32532079826663246,0.9456037109778922,0
-0.44790030911845585,0.8940835045405948,0
-0.4332950660838867,0.9012521210556789,0
0.875550469757224,0.4831266654904328,2
0.9866057694665967,0.16312282383291563,2
-0.6729341221051148,-0.7397024180754167,1
-0.2742754059655037,0.9616511850366837,0
-0.681502981645696,-0.7318153360022092,1
-0.297561174231995,0.9547027535257643,0
-0.3163382607343427,0.9486464593280107,0
-0.6850304980895812,-0.728514390171629,1
-0.26777110269758064,0.9634825564379056,0
0.9025257983911024,0.43063578954669257,2
0.8284883352322486,0.5600063199501386,2
0.9024582628689906,0.43077730183876245,2
-0.22122620613030644,0.9752225211310449,0
0.9738106814659997,0.22736041137965363,2
-0.3260601568377625,0.9453490223842905,0
-0.4099984288575002,0.9120862285630573,0
-0.5832579652373433,-0.8122869849918772,1
0.9643440094030966,0.2646519063380432,2
-0.8323573682619658,-0.5542393088729942,1
-0.23208324408397485,0.9726959277263671,0
0.9027818450823696,0.43009875632193173,2
0.9395310292971502,0.3424637863889226,2
-0.7049249741623175,-0.7092818768319518,1
-0.5899595631290188,-0.8074327921707275,1
-0.3470890405716829,0.9378321800381072,0
-0.46235471122970956,0.8866950552493748,0
-0.6843528116494373,-0.7291510331800332,1
-0.618794868312896,-0.7855526150103668,1
-0.6146029800973919,-0.7888365970563265,1
-0.2973026730648505,0.9547832846193394,0
-0.640397706188886,-0.7680434739700697,1
0.883946881842004,0.46758732882938386,2
-0.2086733579465874,0.9779853933895412,0
-0.20872402406335092,0.9779745813561832,0
-0.21286500901619096,0.9770816178480367,0
-0.13855874325841466,0.9903542167662279,0
-0.308699248150984,0.9511596996251561,0
0.9404354065938828,0.33997241950575696,2
-0.28685876658836784,0.9579728848101079,0
0.8324323984258805,0.5541266119317284,2
0.8836479992531401,0.46815191275474094,2
0.9312677698649973,0.36433547838588876,2
-0.23004555616145783,0.9731798611204229,0
0.9137972020377492,0.40617074432802414,2
0.8964942086556804,0.4430554523384464,2
-0.6945873122281409,-0.719408413692589,1
-0.3173353315323057,0.9483133909005408,0
-0.7670044739683414,-0.6416417512230231,1
0.9962732555513949,0.08625311746844269,2
0.8587791066991252,0.5123460216465554,2
-0.772904471226751,-0.634522401777665,1
0.9374722084258253,0.3480601362253454,2
-0.1179118133833359,0.9930240703349811,0
0.8275515779514977,0.5613896915957634,2
0.8940869032160921,0.447893524732674,2
-0.7606397969211625,-0.6491741671845336,1
-0.5364764776272367,-0.8439152735628576,1
0.9176534484550736,0.3973816157530585,2
-0.7859124928131058,-0.6183377342846627,1
0.8724773359816974,0.4886545796350223,2
0.6574490962741891,0.7534989620485566,2
0.9786424554590687,0.20556980413729195,2
0.9334411876311124,0.3587304687837633,2
-0.33491983871497,0.942246624634516,0
-0.7105924564659598,-0.7036038379753716,1
-0.1892864180987628,0.9819219174269105,0
-0.2884457124320522,0.9574962511569254,0
0.864773995434084,0.5021612657513232,2
0.8204279804554732,0.5717498831532488,2
-0.16145859629264617,0.9868794869097282,0
0.8205553603541228,0.5715670569531764,2
-0.7768161571013702,-0.6297274474455271,1
-0.6869542557241565,-0.7267006608931013,1
0.8790960702140235,0.4766446258317204,2
-0.24855143604149058,0.9686186987879766,0
-0.2724089548354738,0.9621815635967282,0
-0.7848345023898459,-0.6197054169994667,1
0.9010175116857541,0.4337827147727443,2
0.7598396067388654,0.6501105844630791,2
-0.6631064931258145,-0.7485250689017597,1
-0.6199354760696996,-0.7846527929665674,1
-0.8046571610145766,-0.5937397184187374,1
-0.6647418532679744,-0.7470731346487162,1
-0.43776847726025886,0.8990877378305381,0
-0.6146415442606449,-0.7888065492051202,1
-0.5540274937942368,-0.8324983700404925,1
0.8667984415568071,0.4986586625284782,2
-0.6769510708743687,-0.7360280209625484,1
-0.7966063394496148,-0.60449842013746,1
-0.2319597495887924,0.9727253849729146,0
0.9004519217503472,0.4349555570585422,2
-0.7477814510221875,-0.6639449536724801,1
-0.6544849918412862,-0.7560749932741537,1
0.8454177104577236,0.5341056963227602,2
-0.2664544561782026,0.9638475101294698,0
-0.15281009164322912,0.9882555721532704,0
-0.767619486808515,-0.6409058616301088,1
-0.32806508788359257,0.944655121254276,0
-0.6705933592518022,-0.7418251455210881,1
0.96244796042945,0.2714662473774444,2
0.9544886331901675,0.2982472952279131,2
-0.7406285530838169,-0.6719146868144584,1
0.9110368224513388,0.4123250030470718,2
-0.591850237557574,-0.8060479491339476,1
-0.6513564656165216,-0.7587718726333712,1
-0.8080304038627417,-0.5891407865980886,1
0.9743600428402338,0.22499445974596322,2
0.9026256200797371,0.43042652099478035,2
-0.2249860686962225,0.9743619804223781,0
-0.6453012309697782,-0.7639282173796755,1
0.911546831488167,0.4111962718749811,2
0.9591559918502951,0.2828776825726568,2
0.917031663651386,0.3988144027749891,2
-0.6478269318317015,-0.7617875467566558,1
0.9463602098500322,0.32311352991263464,2
-0.6562116007821526,-0.7545769245073195,1
0.8857159473376082,0.46422759572416983,2
-0.6943520214925601,-0.7196355120817728,1
0.9998840724274388,0.01522634906732942,2
0.9857644708772164,0.168132114588979,2
-0.678256785015505,-0.7348249679892697,1
0.888885521429288,0.4581293810632351,2
-0.384564628187151,0.9230980699510093,0
-0.8244983158665665,-0.5658644070209712,1
-0.25796793555952674,0.9661534786063525,0
-0.27043190050631843,0.9627391065021409,0
-0.1470139145950276,0.9891344240877707,0
-0.6600716721302263,-0.7512026275587745,1
-0.40807133270174,0.912950046512418,0
0.8908764371456515,0.4542457195600969,2
0.8152709984150208,0.579079613821256,2
-0.7279878028774445,-0.6855900807783548,1
0.9475935021895067,0.3194785667431002,2
0.9016733669977733,0.4324177832223124,2
-0.2785213007058668,0.9604300521397235,0
-0.09464694687655911,0.9955109017217971,0
0.9693784448592664,0.24557164054961741,2
0.8058859497078614,0.5920708032519914,2
0.9006626685226955,0.43451899559119056,2
-0.7418530471101428,-0.6705624926085533,1
-0.6187500910553821,-0.7855878848473647,1
-0.757430554457438,-0.6529157335937755,1
-0.419746024699457,0.9076416003847569,0
-0.06764543151373605,0.9977094244294379,0
-0.4084653634093624,0.9127738202286795,0
0.9122586981094051,0.40961453553766064,2
0.8797167396638064,0.475498115616963,2
0.9961192976207508,0.08801332232987386,2
0.984654038330591,0.1745176919376919,2
-0.6675693199822313,-0.7445476499314609,1
0.9823617948100247,0.1869901176469685,2
-0.7492014766262731,-0.6623421679321134,1
0.9053077795694826,0.4247561938935948,2
0.8685046121356873,0.49568108567811947,2
-0.6847715124508527,-0.7287578306514253,1
-0.24547519006909116,0.9694028734538308,0
0.8500539117916519,0.5266956873259077,2
0.9462562682649635,0.3234178021835927,2
-0.27957932092385046,0.9601225980632674,0
-0.6746874651472359,-0.7381035322860863,1
-0.36318140785040054,0.9317184472746051,0
0.9376244790714304,0.34764973212420114,2
-0.4084797022631863,0.9127674034708835,0
-0.796768578354896,-0.6042845625583346,1
-0.7362207385447033,-0.6767414751119454,1
